frame,rep,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,elbow_angle,head_angle,spine_angle
0,0,0.30212903022766113,0.4652077257633209,-0.2604767680168152,0.999992847442627,0.2730410099029541,0.38272544741630554,-0.8900893926620483,0.9969646334648132,0.356731653213501,0.28409290313720703,-1.323384165763855,0.9914054870605469,0.38447287678718567,0.7030085325241089,-0.18113628029823303,0.9999498128890991,120.25948449767027,178.47793439235178,170.66412958203034
1,0,0.2937192916870117,0.4648137390613556,-0.2542472183704376,0.9999901652336121,0.2727656066417694,0.3954908549785614,-0.8548160195350647,0.9965742230415344,0.3577743172645569,0.2864474654197693,-1.2602835893630981,0.9903658628463745,0.39366790652275085,0.702130138874054,-0.1801498979330063,0.9999447464942932,125.24243579090002,178.24159316107063,165.68439677847098
2,0,0.2899036705493927,0.4644724130630493,-0.26823166012763977,0.9999895095825195,0.2727789580821991,0.3969060778617859,-0.8909583687782288,0.9963670372962952,0.3591196537017822,0.28648993372917175,-1.26937735080719,0.9898155927658081,0.4025695025920868,0.7018696069717407,-0.1759239286184311,0.999945342540741,127.75396085114556,178.3675093095597,162.96865799442293
3,0,0.28627729415893555,0.4638456106185913,-0.2061050534248352,0.9999833703041077,0.27350062131881714,0.4124922454357147,-0.8544118404388428,0.9962124228477478,0.3576716184616089,0.29313504695892334,-1.2333661317825317,0.9893182516098022,0.40516555309295654,0.701187014579773,-0.1611751914024353,0.9999222755432129,130.8369450285852,178.29879550228586,161.27339014141236
4,0,0.28548482060432434,0.4637851119041443,-0.20634515583515167,0.9999818801879883,0.2842276096343994,0.43725067377090454,-0.850670337677002,0.9957086443901062,0.3534480333328247,0.30612480640411377,-1.2308779954910278,0.9883027076721191,0.4106956124305725,0.7006155252456665,-0.15412606298923492,0.9999209642410278,149.45807627031988,178.16059851528942,159.6131803784967
5,0,0.283685564994812,0.46440500020980835,-0.20812954008579254,0.9999797344207764,0.28679990768432617,0.46921950578689575,-0.8445248007774353,0.9951401948928833,0.34797409176826477,0.3329596519470215,-1.2264975309371948,0.9871916770935059,0.4159552752971649,0.7008903622627258,-0.15079621970653534,0.9999166131019592,57.0752866420337,177.93108869891705,158.13907596482588
6,0,0.283469557762146,0.4650871157646179,-0.27697837352752686,0.9999741911888123,0.2901993989944458,0.49991267919540405,-0.9065226316452026,0.9950329065322876,0.3462553322315216,0.35817867517471313,-1.292409062385559,0.9872627854347229,0.42156505584716797,0.701267421245575,-0.1523546725511551,0.9998664259910583,32.51611139929807,177.6161538502196,157.07866547273596
7,0,0.28075045347213745,0.4655219316482544,-0.27239376306533813,0.9999727606773376,0.2896418273448944,0.5094352960586548,-0.8870883584022522,0.9950883388519287,0.34445908665657043,0.37123098969459534,-1.2425241470336914,0.9877943396568298,0.4210949242115021,0.7013481259346008,-0.15091873705387115,0.9998372197151184,33.08146219743594,178.61613170649161,155.6909974117751
8,0,0.279010146856308,0.46593764424324036,-0.27074554562568665,0.999967634677887,0.2892685830593109,0.5321289300918579,-0.8177155256271362,0.9950916767120361,0.34002992510795593,0.385990172624588,-1.1437995433807373,0.9882271885871887,0.4202217757701874,0.7035229206085205,-0.15137815475463867,0.9997087717056274,27.964393798427984,177.18941558946085,155.48555606942264
9,0,0.27951928973197937,0.4734271764755249,-0.2673574686050415,0.999963641166687,0.2889305055141449,0.5598926544189453,-0.8009607791900635,0.9949488043785095,0.32462114095687866,0.4117886424064636,-1.170020341873169,0.9884675741195679,0.4200165569782257,0.7071774005889893,-0.15203161537647247,0.999558687210083,19.760834060291394,175.45922252836814,155.28106571542864
10,0,0.27572497725486755,0.48528483510017395,-0.33350878953933716,0.9999516606330872,0.2811918556690216,0.5891093015670776,-0.8381471037864685,0.9947360157966614,0.3257354497909546,0.4528913199901581,-1.1790412664413452,0.9884776473045349,0.4194650650024414,0.7124847769737244,-0.15987363457679749,0.9990622997283936,21.121990459794567,174.65199741067428,154.91754948741817
11,0,0.27530792355537415,0.4913032054901123,-0.4256882071495056,0.9999209046363831,0.2761877775192261,0.6098884344100952,-0.9414657354354858,0.9940071702003479,0.32864826917648315,0.4799607992172241,-1.2786144018173218,0.987265944480896,0.41864287853240967,0.7195757031440735,-0.18252861499786377,0.9986672401428223,22.41233411274335,174.0485733956499,155.45184605668643
12,0,0.27665096521377563,0.49536094069480896,-0.43843963742256165,0.9999188184738159,0.26861831545829773,0.6261101961135864,-0.596875786781311,0.992757260799408,0.3290383517742157,0.6898099184036255,-0.6480811834335327,0.9824380874633789,0.41684162616729736,0.7251598238945007,-0.18689940869808197,0.9985088109970093,132.99802827807312,174.1147541556173,154.91858272394873
13,0,0.27659693360328674,0.49923625588417053,-0.4079371690750122,0.9998961091041565,0.2647612690925598,0.6231401562690735,-0.8582130074501038,0.9925415515899658,0.336704820394516,0.5309689044952393,-1.2078157663345337,0.9828459620475769,0.41075414419174194,0.7247371077537537,-0.19235679507255554,0.9980977773666382,32.5170352267314,172.55545149057778,155.53279904228322
14,0,0.2668684422969818,0.4965471029281616,-0.39460664987564087,0.999818742275238,0.25076574087142944,0.6221187710762024,-0.8917264342308044,0.9916222095489502,0.3549189269542694,0.5112607479095459,-1.2783868312835693,0.9818063378334045,0.39966487884521484,0.7230368256568909,-0.1900869756937027,0.9969578385353088,35.90643481354495,172.59860827197613,155.81173922240387
15,0,0.2599659562110901,0.4952503740787506,-0.44358691573143005,0.9998030662536621,0.24792376160621643,0.62961345911026,-0.9728714227676392,0.9913976788520813,0.37282416224479675,0.518453061580658,-1.4054431915283203,0.9821476340293884,0.38953980803489685,0.7219947576522827,-0.1893887221813202,0.9963878393173218,43.20975329275967,172.74821914040885,156.5024387701907
16,0,0.25268495082855225,0.49425238370895386,-0.49609771370887756,0.9998067021369934,0.24761062860488892,0.6322740316390991,-1.0093477964401245,0.991513729095459,0.37228843569755554,0.5352445840835571,-1.4914802312850952,0.9831873774528503,0.3878636062145233,0.7216527462005615,-0.19117778539657593,0.9959878921508789,50.0029512881069,172.52124150830477,155.88013486956353
17,0,0.25015607476234436,0.4973689913749695,-0.46776533126831055,0.9998133182525635,0.24621623754501343,0.6393413543701172,-0.9093481302261353,0.9914591312408447,0.360150545835495,0.5661629438400269,-1.40031898021698,0.9838182330131531,0.380409836769104,0.7214459180831909,-0.18811486661434174,0.995361328125,55.698342955567554,172.4567754217606,156.83468759659337
18,0,0.24749553203582764,0.4992678761482239,-0.4572538435459137,0.9998149871826172,0.23793178796768188,0.6451882123947144,-0.8568177819252014,0.9912665486335754,0.3400419056415558,0.583450198173523,-1.3672330379486084,0.9843408465385437,0.37830114364624023,0.7209523916244507,-0.18801608681678772,0.9946978092193604,55.0920715081967,172.3971070140141,156.89274331246702
19,0,0.24133850634098053,0.4986841082572937,-0.4449499547481537,0.999815821647644,0.219827339053154,0.6442880630493164,-0.8265829682350159,0.9913538694381714,0.33383873105049133,0.5801807641983032,-1.3409111499786377,0.9852285385131836,0.37223541736602783,0.7200220227241516,-0.18766812980175018,0.9935934543609619,52.24750535429371,172.92938988332622,156.82981107626557
20,0,0.2357204258441925,0.49881836771965027,-0.46046143770217896,0.9998178482055664,0.21081359684467316,0.6451684832572937,-0.8252661228179932,0.9914225935935974,0.32988014817237854,0.5854592323303223,-1.339251160621643,0.9858375191688538,0.36908015608787537,0.7199252843856812,-0.19146719574928284,0.9923833608627319,53.70880806585214,173.4974663337265,156.4549846319857
21,0,0.23315629363059998,0.49856430292129517,-0.45455583930015564,0.9998195171356201,0.202317014336586,0.6450638175010681,-0.8114521503448486,0.9916287660598755,0.3245711922645569,0.5863219499588013,-1.3058353662490845,0.986639678478241,0.36848968267440796,0.7191701531410217,-0.19384588301181793,0.9913026094436646,52.44855897749787,174.0751017240484,155.94332393790046
22,0,0.23125049471855164,0.4989541471004486,-0.45129168033599854,0.9998223781585693,0.1975099891424179,0.6445885300636292,-0.7968186140060425,0.9918878078460693,0.31738606095314026,0.5860183835029602,-1.2885024547576904,0.9874007105827332,0.36753490567207336,0.7189750075340271,-0.19555431604385376,0.9901182651519775,50.91624159392062,174.18507717682215,155.35461919085856
23,0,0.23057056963443756,0.49925878643989563,-0.4141402840614319,0.999823808670044,0.19605275988578796,0.6456090807914734,-0.7601585984230042,0.992045521736145,0.3069782257080078,0.5795896053314209,-1.2400102615356445,0.9880552291870117,0.3682088851928711,0.7188318967819214,-0.19786176085472107,0.9883705973625183,45.96907401641997,174.25389781536555,154.83976395336043
24,0,0.23045212030410767,0.499958872795105,-0.4362386465072632,0.999822735786438,0.20015302300453186,0.6473680734634399,-0.7826588749885559,0.9920854568481445,0.3065684735774994,0.5768776535987854,-1.2448021173477173,0.9886488318443298,0.36884406208992004,0.7188104391098022,-0.19782686233520508,0.9864250421524048,44.86415740596915,174.30130021156023,154.72110196323968
25,0,0.23127715289592743,0.5003300309181213,-0.3592449128627777,0.9998196959495544,0.2027648687362671,0.6449704170227051,-0.7141502499580383,0.9915969967842102,0.3087914288043976,0.5802251696586609,-1.1414254903793335,0.9884170293807983,0.3681224286556244,0.7173181772232056,-0.19758418202400208,0.9854918122291565,47.43814989536612,174.36280924529012,154.82783822481767
26,0,0.23162557184696198,0.5002439618110657,-0.34078702330589294,0.999823272228241,0.20630471408367157,0.643554151058197,-0.7280352115631104,0.9911494255065918,0.30985110998153687,0.5762826800346375,-1.181685447692871,0.9884330630302429,0.3680991530418396,0.717200756072998,-0.19733844697475433,0.9855377078056335,46.969307106624626,174.54096133937546,155.32055924130032
