frame,rep,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,elbow_angle,head_angle,spine_angle
0,0,0.31518346071243286,0.46540212631225586,-0.21133849024772644,0.999812662601471,0.3015582859516144,0.34302201867103577,-0.5025143623352051,0.9988021850585938,0.3651829957962036,0.24996322393417358,-0.3926330804824829,0.9785557985305786,0.42299166321754456,0.7020788788795471,-0.1664263755083084,0.9917391538619995,139.28655483170516,-178.542979780544,165.07430761637372
1,0,0.3150263726711273,0.4662777781486511,-0.4309779405593872,0.9997978210449219,0.3011605143547058,0.34772825241088867,-0.7788715362548828,0.9987003803253174,0.36425432562828064,0.2497231662273407,-0.7325735688209534,0.9785333275794983,0.4246242940425873,0.7028077840805054,-0.1810757964849472,0.9920579791069031,140.55618409366087,-178.38414935645346,163.6224246267243
2,0,0.31305721402168274,0.46701622009277344,-0.4707064628601074,0.9997859597206116,0.29896530508995056,0.3487692177295685,-0.8501877784729004,0.9986733198165894,0.36258208751678467,0.24657830595970154,-0.807806670665741,0.9789626002311707,0.4253978729248047,0.7042940855026245,-0.18047408759593964,0.9921489357948303,141.30046222228722,-178.09533973164375,162.5378753687278
3,0,0.3088861107826233,0.4674786925315857,-0.40769919753074646,0.999791145324707,0.2993485629558563,0.34854599833488464,-0.7753046154975891,0.9986538887023926,0.36234724521636963,0.24555076658725739,-0.7163492441177368,0.9793312549591064,0.4251769483089447,0.7073354721069336,-0.18127232789993286,0.9925836324691772,143.96239329206546,-177.15815517616107,161.73708631251506
4,0,0.30870598554611206,0.46810293197631836,-0.4725722372531891,0.9998002648353577,0.29925966262817383,0.34838610887527466,-0.8555519580841064,0.9986506700515747,0.35646528005599976,0.2455533742904663,-0.8468665480613708,0.9802996516227722,0.4284484386444092,0.7080521583557129,-0.18567770719528198,0.9931821823120117,146.40130371792824,-177.67875450456688,161.09087295134105
5,0,0.308650404214859,0.4686920642852783,-0.4701571464538574,0.999800443649292,0.29901742935180664,0.3479365110397339,-0.8590776920318604,0.998630940914154,0.35431939363479614,0.24521873891353607,-0.8425657153129578,0.9808052778244019,0.4291219413280487,0.7094408869743347,-0.1849256455898285,0.9935770630836487,147.1415627377862,-177.91030702623706,160.8673139171452
6,0,0.30866730213165283,0.4691815972328186,-0.5123760104179382,0.999798059463501,0.30030953884124756,0.34724152088165283,-0.904506266117096,0.9985736012458801,0.3524817228317261,0.24523358047008514,-0.894770622253418,0.9811890721321106,0.42925551533699036,0.7110025882720947,-0.19045192003250122,0.9939587712287903,148.99151136900366,-178.00014797085396,160.77596789486185
7,0,0.3086891174316406,0.4692996144294739,-0.46108415722846985,0.9997916221618652,0.3018156588077545,0.346737265586853,-0.8310939073562622,0.9985488057136536,0.35261794924736023,0.24518953263759613,-0.7912408709526062,0.9813858866691589,0.4295015335083008,0.7113033533096313,-0.18959735333919525,0.994110643863678,150.21225946266912,-178.0276977276441,160.64192446168272
8,0,0.3089488446712494,0.4694640636444092,-0.45227691531181335,0.9997870326042175,0.3019660413265228,0.34666749835014343,-0.8218159079551697,0.9985285401344299,0.3526746332645416,0.24541595578193665,-0.7848415970802307,0.9817112684249878,0.43224647641181946,0.7112599015235901,-0.18681049346923828,0.9942569732666016,150.1428595503184,-178.05438364135907,160.19774636721758
9,0,0.3086336851119995,0.46948596835136414,-0.4416768252849579,0.9997885227203369,0.3019507825374603,0.34628570079803467,-0.8152124881744385,0.9985404014587402,0.35258692502975464,0.24521982669830322,-0.7838044762611389,0.9822436571121216,0.4335539638996124,0.7111995220184326,-0.17905379831790924,0.9944589138031006,150.28323897430175,-178.0653089462505,159.7505413469221
10,0,0.3086540102958679,0.4697628319263458,-0.42929044365882874,0.9997871518135071,0.30197811126708984,0.34582433104515076,-0.8119028210639954,0.9985484480857849,0.35259386897087097,0.2449999749660492,-0.7692745327949524,0.98265540599823,0.43493932485580444,0.7114964127540588,-0.17518293857574463,0.9945652484893799,150.25923726600922,-178.12079975817036,159.5225453374152
11,0,0.30867254734039307,0.4700976610183716,-0.42336544394493103,0.9997710585594177,0.3021587133407593,0.3454796373844147,-0.7915368676185608,0.9985398650169373,0.35251712799072266,0.2455223947763443,-0.7329563498497009,0.9828158617019653,0.4355519711971283,0.7118268609046936,-0.17519758641719818,0.9943510890007019,150.2689044571432,-178.1407662995707,159.41076812813105
12,0,0.3082635700702667,0.47166264057159424,-0.4220859110355377,0.9997650980949402,0.30139318108558655,0.34623101353645325,-0.789077877998352,0.9985495209693909,0.352559357881546,0.24617616832256317,-0.7249202132225037,0.9829044938087463,0.43600258231163025,0.7134976983070374,-0.17525571584701538,0.9943269491195679,149.7804620853874,-178.32716635499168,159.34763964441302
13,0,0.30564308166503906,0.4734514355659485,-0.41329655051231384,0.9997389316558838,0.2961809039115906,0.34948405623435974,-0.7867946624755859,0.9985433220863342,0.35183706879615784,0.2508767545223236,-0.7148972153663635,0.9829824566841125,0.4374103248119354,0.7160957455635071,-0.17643819749355316,0.9939423203468323,146.19383913819163,-178.33635340422418,158.88036834377934
